Refer to https://github.com/lutherastrophysics/new_ref_file for more info
Star Data Extractor Tool
    Images: m23_3.5_071.fit (2003) and m23_7.0_2022-06-19_0028.fit
    Stars Found: 2508 (good stars) in 2003 img + 1246 in 2022
    Radius of star diaphragm:
    Sky annulus inner radius:
    Sky annulus outer radius:
    Threshold factor: High =
         X	         Y	     Sigma	      FWHM	   Sky ADU	  Star ADU
    313.53	    919.23	      0.00	      0.00	      0.00	      0.00
    159.81	    476.04	      0.00	      0.00	      0.00	      0.00
    361.65	    885.81	      0.00	      0.00	      0.00	      0.00
    303.78	    586.03	      0.00	      0.00	      0.00	      0.00
    408.25	    938.92	      0.00	      0.00	      0.00	      0.00
    370.62	    727.04	      0.00	      0.00	      0.00	      0.00
     91.29	    549.35	      0.00	      0.00	      0.00	      0.00
     21.90	    525.99	      0.00	      0.00	      0.00	      0.00
    529.58	    847.53	      0.00	      0.00	      0.00	      0.00
    622.34	     52.42	      0.00	      0.00	      0.00	      0.00
    513.94	    125.68	      0.00	      0.00	      0.00	      0.00
    714.03	    488.73	      0.00	      0.00	      0.00	      0.00
     96.61	    126.92	      0.00	      0.00	      0.00	      0.00
    141.27	    560.85	      0.00	      0.00	      0.00	      0.00
    328.73	    515.93	      0.00	      0.00	      0.00	      0.00
    399.23	    751.09	      0.00	      0.00	      0.00	      0.00
    571.06	    711.78	      0.00	      0.00	      0.00	      0.00
    275.21	    901.64	      0.00	      0.00	      0.00	      0.00
    530.70	    484.63	      0.00	      0.00	      0.00	      0.00
     80.90	    463.93	      0.00	      0.00	      0.00	      0.00
    271.28	     80.51	      0.00	      0.00	      0.00	      0.00
    227.11	     91.84	      0.00	      0.00	      0.00	      0.00
     71.12	    795.91	      0.00	      0.00	      0.00	      0.00
     72.93	    532.76	      0.00	      0.00	      0.00	      0.00
    312.85	    733.34	      0.00	      0.00	      0.00	      0.00
    518.16	     43.15	      0.00	      0.00	      0.00	      0.00
    475.56	    159.04	      0.00	      0.00	      0.00	      0.00
    114.06	     24.84	      0.00	      0.00	      0.00	      0.00
    180.79	    265.64	      0.00	      0.00	      0.00	      0.00
     49.89	    955.01	      0.00	      0.00	      0.00	      0.00
    599.82	    312.56	      0.00	      0.00	      0.00	      0.00
    417.12	    819.04	      0.00	      0.00	      0.00	      0.00
    148.55	    750.72	      0.00	      0.00	      0.00	      0.00
    614.25	    698.71	      0.00	      0.00	      0.00	      0.00
     61.87	    681.15	      0.00	      0.00	      0.00	      0.00
    651.08	    566.66	      0.00	      0.00	      0.00	      0.00
    725.03	    622.92	      0.00	      0.00	      0.00	      0.00
    654.39	    107.97	      0.00	      0.00	      0.00	      0.00
    418.92	    224.35	      0.00	      0.00	      0.00	      0.00
    276.77	    222.38	      0.00	      0.00	      0.00	      0.00
    187.90	     45.21	      0.00	      0.00	      0.00	      0.00
    356.49	    545.83	      0.00	      0.00	      0.00	      0.00
    439.64	     60.85	      0.00	      0.00	      0.00	      0.00
     22.34	    691.12	      0.00	      0.00	      0.00	      0.00
    140.32	    654.26	      0.00	      0.00	      0.00	      0.00
     12.36	     47.00	      0.00	      0.00	      0.00	      0.00
     37.25	    758.37	      0.00	      0.00	      0.00	      0.00
    187.54	    488.35	      0.00	      0.00	      0.00	      0.00
    242.34	    800.29	      0.00	      0.00	      0.00	      0.00
    501.03	    788.25	      0.00	      0.00	      0.00	      0.00
    337.46	    429.21	      0.00	      0.00	      0.00	      0.00
    475.83	    758.43	      0.00	      0.00	      0.00	      0.00
    237.77	    696.31	      0.00	      0.00	      0.00	      0.00
    408.87	    436.87	      0.00	      0.00	      0.00	      0.00
    118.85	    147.06	      0.00	      0.00	      0.00	      0.00
    296.43	    943.35	      0.00	      0.00	      0.00	      0.00
    290.14	    743.80	      0.00	      0.00	      0.00	      0.00
    198.01	    916.50	      0.00	      0.00	      0.00	      0.00
    447.19	    559.21	      0.00	      0.00	      0.00	      0.00
    194.98	    163.26	      0.00	      0.00	      0.00	      0.00
    425.64	    887.51	      0.00	      0.00	      0.00	      0.00
    536.43	    587.09	      0.00	      0.00	      0.00	      0.00
    471.69	    343.56	      0.00	      0.00	      0.00	      0.00
    441.11	    744.76	      0.00	      0.00	      0.00	      0.00
    268.73	    217.74	      0.00	      0.00	      0.00	      0.00
    330.14	    293.93	      0.00	      0.00	      0.00	      0.00
    701.96	    430.01	      0.00	      0.00	      0.00	      0.00
     50.74	    744.65	      0.00	      0.00	      0.00	      0.00
    360.38	    382.83	      0.00	      0.00	      0.00	      0.00
    726.21	     15.05	      0.00	      0.00	      0.00	      0.00
    113.11	    188.98	      0.00	      0.00	      0.00	      0.00
    766.06	    526.66	      0.00	      0.00	      0.00	      0.00
    240.23	    521.63	      0.00	      0.00	      0.00	      0.00
    219.17	    705.72	      0.00	      0.00	      0.00	      0.00
    244.08	    754.74	      0.00	      0.00	      0.00	      0.00
    662.31	    513.09	      0.00	      0.00	      0.00	      0.00
     47.80	    535.79	      0.00	      0.00	      0.00	      0.00
    569.85	    551.70	      0.00	      0.00	      0.00	      0.00
    162.30	    724.29	      0.00	      0.00	      0.00	      0.00
    439.49	    385.65	      0.00	      0.00	      0.00	      0.00
     96.91	    671.29	      0.00	      0.00	      0.00	      0.00
    208.70	    568.72	      0.00	      0.00	      0.00	      0.00
    338.13	    301.84	      0.00	      0.00	      0.00	      0.00
    470.30	    821.89	      0.00	      0.00	      0.00	      0.00
    258.60	    625.49	      0.00	      0.00	      0.00	      0.00
     56.98	    664.80	      0.00	      0.00	      0.00	      0.00
    368.26	    156.16	      0.00	      0.00	      0.00	      0.00
    181.34	    565.45	      0.00	      0.00	      0.00	      0.00
     93.47	    691.05	      0.00	      0.00	      0.00	      0.00
     45.32	    886.37	      0.00	      0.00	      0.00	      0.00
    449.39	    684.69	      0.00	      0.00	      0.00	      0.00
    226.84	    499.66	      0.00	      0.00	      0.00	      0.00
    292.17	    840.02	      0.00	      0.00	      0.00	      0.00
     32.80	    825.15	      0.00	      0.00	      0.00	      0.00
    426.45	    768.17	      0.00	      0.00	      0.00	      0.00
     32.08	    992.73	      0.00	      0.00	      0.00	      0.00
    375.16	    911.84	      0.00	      0.00	      0.00	      0.00
    258.22	    528.07	      0.00	      0.00	      0.00	      0.00
    314.43	    294.10	      0.00	      0.00	      0.00	      0.00
     30.27	    349.29	      0.00	      0.00	      0.00	      0.00
    257.90	    951.98	      0.00	      0.00	      0.00	      0.00
    319.42	    941.75	      0.00	      0.00	      0.00	      0.00
    196.20	     29.87	      0.00	      0.00	      0.00	      0.00
    109.82	    511.97	      0.00	      0.00	      0.00	      0.00
    399.11	    490.90	      0.00	      0.00	      0.00	      0.00
    443.24	    727.08	      0.00	      0.00	      0.00	      0.00
     14.59	    890.45	      0.00	      0.00	      0.00	      0.00
    960.45	    912.57	      0.00	      0.00	      0.00	      0.00
    245.79	    783.34	      0.00	      0.00	      0.00	      0.00
    776.03	    120.25	      0.00	      0.00	      0.00	      0.00
    558.64	    625.53	      0.00	      0.00	      0.00	      0.00
    156.02	    957.65	      0.00	      0.00	      0.00	      0.00
     70.42	     28.55	      0.00	      0.00	      0.00	      0.00
    402.21	    393.80	      0.00	      0.00	      0.00	      0.00
    241.23	    585.12	      0.00	      0.00	      0.00	      0.00
    997.77	    834.44	      0.00	      0.00	      0.00	      0.00
     78.72	    330.18	      0.00	      0.00	      0.00	      0.00
    358.12	    280.11	      0.00	      0.00	      0.00	      0.00
    475.17	    580.19	      0.00	      0.00	      0.00	      0.00
    426.82	    160.98	      0.00	      0.00	      0.00	      0.00
    429.83	    237.85	      0.00	      0.00	      0.00	      0.00
     86.39	    648.20	      0.00	      0.00	      0.00	      0.00
    642.41	    596.45	      0.00	      0.00	      0.00	      0.00
    544.25	    153.00	      0.00	      0.00	      0.00	      0.00
    120.10	    918.64	      0.00	      0.00	      0.00	      0.00
    341.34	    966.57	      0.00	      0.00	      0.00	      0.00
     34.60	     94.26	      0.00	      0.00	      0.00	      0.00
     80.71	    674.12	      0.00	      0.00	      0.00	      0.00
    925.96	    310.93	      0.00	      0.00	      0.00	      0.00
    425.98	    821.17	      0.00	      0.00	      0.00	      0.00
    668.78	    199.39	      0.00	      0.00	      0.00	      0.00
     96.53	    345.07	      0.00	      0.00	      0.00	      0.00
    690.19	    341.08	      0.00	      0.00	      0.00	      0.00
     66.26	    767.26	      0.00	      0.00	      0.00	      0.00
    117.48	    593.68	      0.00	      0.00	      0.00	      0.00
    802.53	    165.11	      0.00	      0.00	      0.00	      0.00
     28.72	    874.11	      0.00	      0.00	      0.00	      0.00
     13.12	     28.90	      0.00	      0.00	      0.00	      0.00
    325.61	    609.33	      0.00	      0.00	      0.00	      0.00
    154.55	     63.68	      0.00	      0.00	      0.00	      0.00
    291.54	    726.05	      0.00	      0.00	      0.00	      0.00
     73.39	    899.55	      0.00	      0.00	      0.00	      0.00
    737.15	     89.64	      0.00	      0.00	      0.00	      0.00
    320.59	    704.09	      0.00	      0.00	      0.00	      0.00
    471.57	    521.41	      0.00	      0.00	      0.00	      0.00
     21.35	    202.50	      0.00	      0.00	      0.00	      0.00
    462.70	    124.72	      0.00	      0.00	      0.00	      0.00
    398.48	    638.25	      0.00	      0.00	      0.00	      0.00
    323.34	    704.95	      0.00	      0.00	      0.00	      0.00
    109.78	    829.00	      0.00	      0.00	      0.00	      0.00
    843.27	     22.88	      0.00	      0.00	      0.00	      0.00
     94.71	    124.83	      0.00	      0.00	      0.00	      0.00
    220.20	    916.07	      0.00	      0.00	      0.00	      0.00
    413.72	    713.73	      0.00	      0.00	      0.00	      0.00
    385.79	    690.85	      0.00	      0.00	      0.00	      0.00
    366.96	    287.83	      0.00	      0.00	      0.00	      0.00
    217.78	    604.13	      0.00	      0.00	      0.00	      0.00
    277.90	    488.81	      0.00	      0.00	      0.00	      0.00
    383.08	    921.26	      0.00	      0.00	      0.00	      0.00
    461.92	    593.06	      0.00	      0.00	      0.00	      0.00
    151.81	    937.65	      0.00	      0.00	      0.00	      0.00
     52.59	    511.55	      0.00	      0.00	      0.00	      0.00
    487.33	    669.16	      0.00	      0.00	      0.00	      0.00
    328.89	    842.54	      0.00	      0.00	      0.00	      0.00
    321.83	    787.12	      0.00	      0.00	      0.00	      0.00
    673.11	    381.70	      0.00	      0.00	      0.00	      0.00
    150.12	    205.76	      0.00	      0.00	      0.00	      0.00
    152.94	    488.58	      0.00	      0.00	      0.00	      0.00
    294.90	    447.01	      0.00	      0.00	      0.00	      0.00
    533.42	    892.17	      0.00	      0.00	      0.00	      0.00
    570.30	    915.12	      0.00	      0.00	      0.00	      0.00
    244.55	    481.21	      0.00	      0.00	      0.00	      0.00
    862.59	    811.94	      0.00	      0.00	      0.00	      0.00
    143.65	    650.18	      0.00	      0.00	      0.00	      0.00
    466.22	    171.36	      0.00	      0.00	      0.00	      0.00
    265.64	    104.24	      0.00	      0.00	      0.00	      0.00
    324.98	     74.90	      0.00	      0.00	      0.00	      0.00
    124.95	    403.74	      0.00	      0.00	      0.00	      0.00
    146.83	    768.64	      0.00	      0.00	      0.00	      0.00
    161.92	    678.01	      0.00	      0.00	      0.00	      0.00
    189.72	    157.85	      0.00	      0.00	      0.00	      0.00
    187.93	    802.10	      0.00	      0.00	      0.00	      0.00
    562.44	    488.67	      0.00	      0.00	      0.00	      0.00
     48.03	   1007.35	      0.00	      0.00	      0.00	      0.00
    662.04	    264.49	      0.00	      0.00	      0.00	      0.00
    335.98	    884.25	      0.00	      0.00	      0.00	      0.00
    275.13	    871.47	      0.00	      0.00	      0.00	      0.00
    561.42	    867.10	      0.00	      0.00	      0.00	      0.00
     77.01	    813.68	      0.00	      0.00	      0.00	      0.00
    272.71	    277.09	      0.00	      0.00	      0.00	      0.00
    269.39	    911.82	      0.00	      0.00	      0.00	      0.00
    434.23	    529.91	      0.00	      0.00	      0.00	      0.00
    268.29	    441.53	      0.00	      0.00	      0.00	      0.00
     20.21	    138.49	      0.00	      0.00	      0.00	      0.00
    774.46	    674.28	      0.00	      0.00	      0.00	      0.00
    579.31	    157.03	      0.00	      0.00	      0.00	      0.00
    399.32	    616.78	      0.00	      0.00	      0.00	      0.00
    411.06	     80.42	      0.00	      0.00	      0.00	      0.00
    490.66	    901.25	      0.00	      0.00	      0.00	      0.00
     67.13	    201.13	      0.00	      0.00	      0.00	      0.00
    296.16	    314.31	      0.00	      0.00	      0.00	      0.00
    366.86	    593.86	      0.00	      0.00	      0.00	      0.00
     88.36	    850.20	      0.00	      0.00	      0.00	      0.00
    380.82	    566.33	      0.00	      0.00	      0.00	      0.00
    343.85	    548.11	      0.00	      0.00	      0.00	      0.00
    808.61	    772.11	      0.00	      0.00	      0.00	      0.00
    347.04	    130.85	      0.00	      0.00	      0.00	      0.00
    639.63	    289.04	      0.00	      0.00	      0.00	      0.00
    212.73	    849.42	      0.00	      0.00	      0.00	      0.00
    474.73	    543.44	      0.00	      0.00	      0.00	      0.00
    328.92	    725.05	      0.00	      0.00	      0.00	      0.00
    379.84	    725.99	      0.00	      0.00	      0.00	      0.00
    668.24	    558.82	      0.00	      0.00	      0.00	      0.00
    350.81	    278.99	      0.00	      0.00	      0.00	      0.00
    406.85	    879.43	      0.00	      0.00	      0.00	      0.00
    318.30	    857.75	      0.00	      0.00	      0.00	      0.00
    490.52	    760.84	      0.00	      0.00	      0.00	      0.00
     64.63	    961.99	      0.00	      0.00	      0.00	      0.00
    126.16	    899.21	      0.00	      0.00	      0.00	      0.00
    420.42	    735.34	      0.00	      0.00	      0.00	      0.00
    186.59	    511.32	      0.00	      0.00	      0.00	      0.00
    822.80	    726.89	      0.00	      0.00	      0.00	      0.00
    750.81	    620.64	      0.00	      0.00	      0.00	      0.00
    431.83	    387.85	      0.00	      0.00	      0.00	      0.00
    483.26	    139.68	      0.00	      0.00	      0.00	      0.00
    438.57	    621.06	      0.00	      0.00	      0.00	      0.00
     91.50	    893.20	      0.00	      0.00	      0.00	      0.00
     84.89	    570.53	      0.00	      0.00	      0.00	      0.00
    223.20	    963.86	      0.00	      0.00	      0.00	      0.00
    129.60	    638.90	      0.00	      0.00	      0.00	      0.00
     44.27	    704.68	      0.00	      0.00	      0.00	      0.00
    157.65	    371.06	      0.00	      0.00	      0.00	      0.00
    333.46	    477.31	      0.00	      0.00	      0.00	      0.00
    397.70	    307.22	      0.00	      0.00	      0.00	      0.00
    127.67	    907.08	      0.00	      0.00	      0.00	      0.00
    159.37	    855.10	      0.00	      0.00	      0.00	      0.00
    182.88	     77.46	      0.00	      0.00	      0.00	      0.00
     86.66	    592.66	      0.00	      0.00	      0.00	      0.00
    228.19	    592.32	      0.00	      0.00	      0.00	      0.00
    101.78	    559.14	      0.00	      0.00	      0.00	      0.00
     44.36	    974.27	      0.00	      0.00	      0.00	      0.00
     79.25	    850.84	      0.00	      0.00	      0.00	      0.00
    365.00	    816.06	      0.00	      0.00	      0.00	      0.00
     45.98	    420.73	      0.00	      0.00	      0.00	      0.00
    152.72	    392.24	      0.00	      0.00	      0.00	      0.00
    317.45	     84.15	      0.00	      0.00	      0.00	      0.00
    322.30	    457.81	      0.00	      0.00	      0.00	      0.00
    454.31	    573.15	      0.00	      0.00	      0.00	      0.00
    617.10	    519.92	      0.00	      0.00	      0.00	      0.00
    468.77	    624.32	      0.00	      0.00	      0.00	      0.00
    708.23	     43.09	      0.00	      0.00	      0.00	      0.00
    315.67	     82.62	      0.00	      0.00	      0.00	      0.00
    173.64	    143.08	      0.00	      0.00	      0.00	      0.00
    487.30	    738.73	      0.00	      0.00	      0.00	      0.00
    419.58	    789.67	      0.00	      0.00	      0.00	      0.00
    174.43	    912.86	      0.00	      0.00	      0.00	      0.00
    377.24	    293.87	      0.00	      0.00	      0.00	      0.00
    756.00	    370.16	      0.00	      0.00	      0.00	      0.00
    142.09	    402.68	      0.00	      0.00	      0.00	      0.00
    105.72	    549.16	      0.00	      0.00	      0.00	      0.00
    574.85	    134.18	      0.00	      0.00	      0.00	      0.00
    571.78	    609.12	      0.00	      0.00	      0.00	      0.00
    211.53	    254.16	      0.00	      0.00	      0.00	      0.00
    480.00	    147.82	      0.00	      0.00	      0.00	      0.00
    137.15	    324.70	      0.00	      0.00	      0.00	      0.00
    890.98	     11.74	      0.00	      0.00	      0.00	      0.00
    367.05	    730.16	      0.00	      0.00	      0.00	      0.00
    450.59	    437.81	      0.00	      0.00	      0.00	      0.00
    139.06	    404.50	      0.00	      0.00	      0.00	      0.00
    704.32	    206.22	      0.00	      0.00	      0.00	      0.00
    944.50	    443.35	      0.00	      0.00	      0.00	      0.00
    665.07	    529.33	      0.00	      0.00	      0.00	      0.00
     33.17	    723.03	      0.00	      0.00	      0.00	      0.00
    635.40	    392.39	      0.00	      0.00	      0.00	      0.00
    116.49	    352.06	      0.00	      0.00	      0.00	      0.00
    369.95	    122.58	      0.00	      0.00	      0.00	      0.00
    414.22	    100.77	      0.00	      0.00	      0.00	      0.00
    535.52	    159.40	      0.00	      0.00	      0.00	      0.00
    485.36	    912.82	      0.00	      0.00	      0.00	      0.00
    287.80	    917.11	      0.00	      0.00	      0.00	      0.00
    146.67	    727.54	      0.00	      0.00	      0.00	      0.00
    300.38	    767.10	      0.00	      0.00	      0.00	      0.00
    408.11	    188.24	      0.00	      0.00	      0.00	      0.00
    595.87	    835.65	      0.00	      0.00	      0.00	      0.00
    554.89	    983.50	      0.00	      0.00	      0.00	      0.00
    133.15	    986.89	      0.00	      0.00	      0.00	      0.00
    363.96	    354.57	      0.00	      0.00	      0.00	      0.00
    693.72	    475.79	      0.00	      0.00	      0.00	      0.00
     64.48	     42.34	      0.00	      0.00	      0.00	      0.00
    229.47	    142.81	      0.00	      0.00	      0.00	      0.00
    313.72	    321.98	      0.00	      0.00	      0.00	      0.00
    288.21	    675.14	      0.00	      0.00	      0.00	      0.00
    350.52	    704.33	      0.00	      0.00	      0.00	      0.00
    268.15	    817.92	      0.00	      0.00	      0.00	      0.00
     97.35	    807.69	      0.00	      0.00	      0.00	      0.00
    675.34	    200.22	      0.00	      0.00	      0.00	      0.00
    679.47	     14.61	      0.00	      0.00	      0.00	      0.00
    514.62	    393.03	      0.00	      0.00	      0.00	      0.00
    252.61	    660.64	      0.00	      0.00	      0.00	      0.00
     25.73	    473.04	      0.00	      0.00	      0.00	      0.00
    411.83	    475.57	      0.00	      0.00	      0.00	      0.00
    665.18	    649.34	      0.00	      0.00	      0.00	      0.00
    572.88	    266.16	      0.00	      0.00	      0.00	      0.00
    235.79	    776.08	      0.00	      0.00	      0.00	      0.00
    182.38	    845.78	      0.00	      0.00	      0.00	      0.00
    371.05	    220.14	      0.00	      0.00	      0.00	      0.00
    826.18	    680.89	      0.00	      0.00	      0.00	      0.00
    163.35	    279.02	      0.00	      0.00	      0.00	      0.00
    407.44	    263.07	      0.00	      0.00	      0.00	      0.00
    947.93	    585.66	      0.00	      0.00	      0.00	      0.00
    685.29	    267.44	      0.00	      0.00	      0.00	      0.00
    358.74	    929.06	      0.00	      0.00	      0.00	      0.00
    140.76	    414.84	      0.00	      0.00	      0.00	      0.00
    334.81	    649.29	      0.00	      0.00	      0.00	      0.00
    206.29	    736.42	      0.00	      0.00	      0.00	      0.00
    183.97	     27.42	      0.00	      0.00	      0.00	      0.00
    140.42	    995.92	      0.00	      0.00	      0.00	      0.00
    197.05	    540.29	      0.00	      0.00	      0.00	      0.00
    739.92	    114.18	      0.00	      0.00	      0.00	      0.00
    120.38	    658.59	      0.00	      0.00	      0.00	      0.00
    284.27	    380.07	      0.00	      0.00	      0.00	      0.00
    171.91	    367.11	      0.00	      0.00	      0.00	      0.00
    217.96	    271.70	      0.00	      0.00	      0.00	      0.00
    347.85	    308.80	      0.00	      0.00	      0.00	      0.00
     76.84	     52.53	      0.00	      0.00	      0.00	      0.00
    152.26	    697.59	      0.00	      0.00	      0.00	      0.00
    713.23	    893.96	      0.00	      0.00	      0.00	      0.00
    974.66	    146.75	      0.00	      0.00	      0.00	      0.00
    601.76	    348.94	      0.00	      0.00	      0.00	      0.00
    326.77	    998.02	      0.00	      0.00	      0.00	      0.00
    548.07	    157.38	      0.00	      0.00	      0.00	      0.00
    153.30	    985.59	      0.00	      0.00	      0.00	      0.00
     26.10	    219.92	      0.00	      0.00	      0.00	      0.00
    282.75	    881.63	      0.00	      0.00	      0.00	      0.00
    308.70	   1002.86	      0.00	      0.00	      0.00	      0.00
    287.89	     24.07	      0.00	      0.00	      0.00	      0.00
    495.35	    580.87	      0.00	      0.00	      0.00	      0.00
     82.25	    648.07	      0.00	      0.00	      0.00	      0.00
    301.60	    299.60	      0.00	      0.00	      0.00	      0.00
    725.67	    485.02	      0.00	      0.00	      0.00	      0.00
    122.16	    194.63	      0.00	      0.00	      0.00	      0.00
    173.78	    796.45	      0.00	      0.00	      0.00	      0.00
    793.94	    111.83	      0.00	      0.00	      0.00	      0.00
    893.05	     38.70	      0.00	      0.00	      0.00	      0.00
    404.73	    310.69	      0.00	      0.00	      0.00	      0.00
    399.66	     62.92	      0.00	      0.00	      0.00	      0.00
    355.34	    572.62	      0.00	      0.00	      0.00	      0.00
    371.59	    155.75	      0.00	      0.00	      0.00	      0.00
    186.84	    980.75	      0.00	      0.00	      0.00	      0.00
     65.97	    372.94	      0.00	      0.00	      0.00	      0.00
    864.71	    249.31	      0.00	      0.00	      0.00	      0.00
    135.77	    527.33	      0.00	      0.00	      0.00	      0.00
    514.45	    332.87	      0.00	      0.00	      0.00	      0.00
    285.79	    490.90	      0.00	      0.00	      0.00	      0.00
    313.14	    715.57	      0.00	      0.00	      0.00	      0.00
     14.41	    937.50	      0.00	      0.00	      0.00	      0.00
    447.53	    715.94	      0.00	      0.00	      0.00	      0.00
    366.06	    164.41	      0.00	      0.00	      0.00	      0.00
    432.33	     70.97	      0.00	      0.00	      0.00	      0.00
    736.03	    663.87	      0.00	      0.00	      0.00	      0.00
    263.92	    249.89	      0.00	      0.00	      0.00	      0.00
    375.14	    866.31	      0.00	      0.00	      0.00	      0.00
    250.87	    392.35	      0.00	      0.00	      0.00	      0.00
    245.88	    621.44	      0.00	      0.00	      0.00	      0.00
    267.34	    360.90	      0.00	      0.00	      0.00	      0.00
     22.19	    147.29	      0.00	      0.00	      0.00	      0.00
     42.56	    827.36	      0.00	      0.00	      0.00	      0.00
    230.99	    662.08	      0.00	      0.00	      0.00	      0.00
    668.39	    661.19	      0.00	      0.00	      0.00	      0.00
    312.11	    627.86	      0.00	      0.00	      0.00	      0.00
    422.32	    877.28	      0.00	      0.00	      0.00	      0.00
    395.98	    225.67	      0.00	      0.00	      0.00	      0.00
    371.30	    532.75	      0.00	      0.00	      0.00	      0.00
    299.04	    670.10	      0.00	      0.00	      0.00	      0.00
     42.61	    938.13	      0.00	      0.00	      0.00	      0.00
    650.66	    733.99	      0.00	      0.00	      0.00	      0.00
    210.53	     79.83	      0.00	      0.00	      0.00	      0.00
    764.68	    342.11	      0.00	      0.00	      0.00	      0.00
    241.02	    850.24	      0.00	      0.00	      0.00	      0.00
    748.58	    743.73	      0.00	      0.00	      0.00	      0.00
    460.92	    657.42	      0.00	      0.00	      0.00	      0.00
    374.80	    309.67	      0.00	      0.00	      0.00	      0.00
     60.19	    971.65	      0.00	      0.00	      0.00	      0.00
    497.59	    188.58	      0.00	      0.00	      0.00	      0.00
    461.29	    726.85	      0.00	      0.00	      0.00	      0.00
    332.64	    634.60	      0.00	      0.00	      0.00	      0.00
    138.09	    767.07	      0.00	      0.00	      0.00	      0.00
     67.58	    738.55	      0.00	      0.00	      0.00	      0.00
    931.52	     45.93	      0.00	      0.00	      0.00	      0.00
    155.75	    765.89	      0.00	      0.00	      0.00	      0.00
    562.81	    517.51	      0.00	      0.00	      0.00	      0.00
    181.99	    196.40	      0.00	      0.00	      0.00	      0.00
    156.23	    265.83	      0.00	      0.00	      0.00	      0.00
    133.64	    872.86	      0.00	      0.00	      0.00	      0.00
    617.09	    231.21	      0.00	      0.00	      0.00	      0.00
    309.54	    672.84	      0.00	      0.00	      0.00	      0.00
     16.61	    640.47	      0.00	      0.00	      0.00	      0.00
    818.95	    248.22	      0.00	      0.00	      0.00	      0.00
    398.37	    241.87	      0.00	      0.00	      0.00	      0.00
    875.14	    285.59	      0.00	      0.00	      0.00	      0.00
    402.36	    990.99	      0.00	      0.00	      0.00	      0.00
    469.86	    987.92	      0.00	      0.00	      0.00	      0.00
    932.46	    814.11	      0.00	      0.00	      0.00	      0.00
    179.69	    956.17	      0.00	      0.00	      0.00	      0.00
   1007.47	     42.12	      0.00	      0.00	      0.00	      0.00
    413.81	    932.61	      0.00	      0.00	      0.00	      0.00
    361.74	    826.92	      0.00	      0.00	      0.00	      0.00
    595.92	    112.96	      0.00	      0.00	      0.00	      0.00
    583.80	     76.34	      0.00	      0.00	      0.00	      0.00
    123.88	    940.80	      0.00	      0.00	      0.00	      0.00
    479.81	    333.76	      0.00	      0.00	      0.00	      0.00
     18.88	    925.30	      0.00	      0.00	      0.00	      0.00
    936.95	    836.33	      0.00	      0.00	      0.00	      0.00
    397.29	    929.06	      0.00	      0.00	      0.00	      0.00
    222.43	    916.05	      0.00	      0.00	      0.00	      0.00
    376.40	     17.33	      0.00	      0.00	      0.00	      0.00
    296.69	    936.86	      0.00	      0.00	      0.00	      0.00
    194.56	    779.60	      0.00	      0.00	      0.00	      0.00
    847.60	    870.69	      0.00	      0.00	      0.00	      0.00
    244.76	    689.15	      0.00	      0.00	      0.00	      0.00
    924.97	   1010.67	      0.00	      0.00	      0.00	      0.00
    104.44	    567.21	      0.00	      0.00	      0.00	      0.00
    803.79	    143.47	      0.00	      0.00	      0.00	      0.00
    274.45	    464.85	      0.00	      0.00	      0.00	      0.00
    172.23	    629.78	      0.00	      0.00	      0.00	      0.00
    570.68	    630.86	      0.00	      0.00	      0.00	      0.00
    428.12	    393.44	      0.00	      0.00	      0.00	      0.00
     90.65	    593.37	      0.00	      0.00	      0.00	      0.00
    531.63	    187.03	      0.00	      0.00	      0.00	      0.00
    757.98	     49.98	      0.00	      0.00	      0.00	      0.00
    923.51	    971.41	      0.00	      0.00	      0.00	      0.00
    458.41	    778.84	      0.00	      0.00	      0.00	      0.00
    339.11	    699.61	      0.00	      0.00	      0.00	      0.00
     21.53	    737.56	      0.00	      0.00	      0.00	      0.00
    190.69	     22.15	      0.00	      0.00	      0.00	      0.00
    903.40	    890.76	      0.00	      0.00	      0.00	      0.00
    588.08	    763.61	      0.00	      0.00	      0.00	      0.00
    623.64	    272.19	      0.00	      0.00	      0.00	      0.00
    767.00	    759.11	      0.00	      0.00	      0.00	      0.00
    246.39	    325.42	      0.00	      0.00	      0.00	      0.00
    309.28	    514.57	      0.00	      0.00	      0.00	      0.00
    624.17	    330.27	      0.00	      0.00	      0.00	      0.00
    339.27	    881.12	      0.00	      0.00	      0.00	      0.00
    496.96	    169.08	      0.00	      0.00	      0.00	      0.00
    367.35	    904.77	      0.00	      0.00	      0.00	      0.00
    461.10	    714.55	      0.00	      0.00	      0.00	      0.00
    747.37	    620.24	      0.00	      0.00	      0.00	      0.00
    272.49	    143.18	      0.00	      0.00	      0.00	      0.00
    303.37	    950.60	      0.00	      0.00	      0.00	      0.00
    193.61	    402.20	      0.00	      0.00	      0.00	      0.00
    439.84	    841.49	      0.00	      0.00	      0.00	      0.00
    535.76	    163.60	      0.00	      0.00	      0.00	      0.00
    665.63	    559.28	      0.00	      0.00	      0.00	      0.00
    400.48	    830.21	      0.00	      0.00	      0.00	      0.00
    353.23	    961.88	      0.00	      0.00	      0.00	      0.00
    767.57	    140.61	      0.00	      0.00	      0.00	      0.00
    298.85	    585.89	      0.00	      0.00	      0.00	      0.00
     66.53	    904.57	      0.00	      0.00	      0.00	      0.00
    135.20	    918.59	      0.00	      0.00	      0.00	      0.00
